   38704       0.0104902      0.00600977
   38705      0.00117281      0.00619054
   38706      0.00567505      0.00720051
   38707      -0.0101267      0.00599124
   38708      0.00703097      0.00647282
   38709       0.0129657      0.00564485
   38710     -0.00714803       0.0170861
   38711     0.000498215      0.00615581
   38712      0.00453338      0.00591128
   38713         0.01088      0.00658272
   38714      0.00710682      0.00537658
   38715      0.00756913      0.00538263
   38716       0.0043257      0.00756502
   38717      0.00122851      0.00623698
   38719     -0.00143155       0.0066419
   38720      0.00332047      0.00845649
   38721       0.0114575      0.00516114
   38722       0.0215976      0.00625183
   38723      0.00273722      0.00496737
   38724      0.00927507       0.0063736
   38725       0.0134189       0.0103881
   38727      0.00470292      0.00623772
   38728       0.0021144      0.00625805
   38729      0.00851698      0.00554925
   38730      0.00871541      0.00627083
   38731       0.0111024      0.00566238
   38732      0.00895362      0.00601001
   38733      0.00651841      0.00540393
   38734      0.00781589      0.00533412
   38735      0.00503205      0.00739858
   38737      0.00603656       0.0062609
   38738      0.00871211      0.00621795
   38739     -0.00884559      0.00641907
   38740     -0.00563364       0.0105866
   38743       0.0146407      0.00631168
   38744      0.00960841      0.00576308
   38745      0.00358893      0.00635777
   38746     -0.00359083      0.00602035
   38748     -0.00351496      0.00604207
   38749      0.00196285      0.00618639
   38750     0.000620496      0.00668338
   38751      0.00835587      0.00636457
   38091    -0.000691201      0.00560178
   38092      0.00180908      0.00619117
   38093       0.0159475      0.00588307
   38094      0.00998934      0.00636582
   38095      0.00512281      0.00842145
   38096      0.00415524      0.00626468
   38097      0.00730184      0.00558584
   38098      0.00629168      0.00578425
   38099       0.0102581      0.00589801
   38100       0.0101386      0.00609343
   38111      -0.0140979       0.0220305
   38112     -0.00912122       0.0217608
   38114      0.00487353       0.0120632
   38117       0.0015093      0.00620156
   38118       0.0225398      0.00751755
   38119       0.0091249       0.0056841
   38120    -0.000685694      0.00633446
   38121      0.00411827       0.0060781
   38122       0.0156626      0.00644319
   38131     0.000284166      0.00681032
   38132      0.00218798      0.00590728
   38133       0.0158858      0.00628798
   38134       0.0137288      0.00597615
   38135       0.0151027      0.00620234
   38138       0.0108444      0.00572438
   38139      0.00616602      0.00600998
   38140       0.0176071      0.00596669
   38141      0.00467287      0.00591288
   38142       0.0148931      0.00729538
   38143      0.00378321      0.00603804
   38144      0.00744381      0.00664405
   38146     -0.00047709      0.00655944
   38172       0.0126886      0.00602013
   38173       0.0075639      0.00611794
   38174      0.00301401      0.00612246
   38175      0.00589358      0.00599337
   38176      0.00821662      0.00614059
   38177      0.00499131      0.00569978
   38182       0.0126475      0.00995612
   38183      0.00336019      0.00625315
   38184     0.000317019      0.00621672
   38185      0.00649761      0.00612063
   38186     -0.00128348      0.00616015
   38187       0.0145417       0.0111567
   38188      -0.0107514      0.00596513
   38189      0.00649275      0.00588726
   38190    -0.000544277      0.00586235
   38191       0.0186499      0.00733875
   38192      0.00680499      0.00577108
   38194      0.00365261      0.00643125
   38195      0.00979939      0.00657089
   38197        0.011837      0.00792326
   38198       0.0039711       0.0100172
   38199      0.00721097      0.00583374
   38200     -0.00299321      0.00625942
   38201     0.000975458      0.00604603
   38203     -0.00437621       0.0065388
   38204      0.00230799      0.00693971
   38205      0.00542761       0.0103631
   38206      0.00709864      0.00579155
   38207      0.00513933      0.00633047
   38208    -0.000883795       0.0060891
   38209       0.0157525      0.00600099
   38210      0.00545022       0.0061382
   38211       0.0108395      0.00611084
   38212      0.00571022       0.0061723
   38213       0.0123831      0.00630302
   38214      -0.0031042      0.00611748
   38215       0.0132996      0.00569972
   38216     -0.00291171      0.00628724
   38217      0.00416048      0.00604898
   38218      0.00449929      0.00545355
   38219      0.00517776      0.00636849
   38220       0.0152402      0.00611653
   38221       0.0122311       0.0121005
   38222         0.01777      0.00614094
   38223       0.0060002      0.00600668
   38225      0.00985501      0.00539659
   38265    -0.000111962      0.00649833
   38266     -0.00554522      0.00827254
   38268       0.0112919        0.006084
   38271      0.00197783      0.00622502
   38272       0.0098139      0.00605403
   38273       0.0137753      0.00660843
   38274      0.00242402      0.00607564
   38275       0.0129237      0.00604348
   38276      -0.0129867       0.0130003
   38277      0.00657028        0.005933
   38278       0.0132342      0.00577682
   38283      -0.0067547      0.00585707
   38284      0.00831399      0.00549738
   38285      0.00278976       0.0104024
   38286     -0.00257202      0.00576704
   38288       0.0169943      0.00618146
   38289     -0.00375205      0.00563337
   38290        0.004664      0.00856758
   38300       0.0108301      0.00704795
   38301     -0.00377323       0.0106172
   38302       0.0126911      0.00573252
   38303      0.00547667      0.00626585
   38304       0.0168722      0.00882996
   38305      0.00869574      0.00588816
   38306     -0.00109828      0.00609882
   38307      0.00464144      0.00897274
   38309        0.007746      0.00797862
   38310       0.0100826      0.00603534
   38312       0.0129832      0.00612558
   38313     -0.00213636      0.00819883
   38314       0.0138054      0.00749149
   38315       0.0138814      0.00554722
   38316      0.00891086      0.00712305
   38317      0.00967951      0.00587877
   38318       0.0103267      0.00607287
   38320      0.00101295      0.00532007
   38321       0.0119947      0.00659904
   38322      0.00344276      0.00685095
   38328      0.00548507      0.00579267
   38329      0.00607754      0.00690884
   38331       0.0130076      0.00727367
   38337      0.00708699      0.00542348
   38338      0.00419813      0.00499857
   38339      -0.0176869      0.00706177
   38340        0.010772      0.00582661
   38341     -0.00048226      0.00578739
   38342      0.00269735      0.00647303
   38344       0.0114525      0.00580523
   38346       0.0024611      0.00581398
   38347      0.00969898      0.00855335
   38350       0.0147706      0.00581547
   38351      0.00789299      0.00716745
   38352      0.00629635      0.00837825
   38353      0.00136678      0.00581516
   38354     -0.00106692      0.00596621
   38355      0.00604165      0.00573083
   38356      0.00911286      0.00587241
   38359      0.00864179      0.00580456
   38360      0.00108417      0.00721817
   38364      0.00835535      0.00817563
   38365      0.00434357      0.00622071
   38378      0.00714753      0.00617758
   38379      0.00421946      0.00583958
   38380      0.00856922      0.00600493
   38381      0.00778774      0.00587671
   38382      0.00319139      0.00586883
   38383       0.0108004       0.0057881
   38384       0.0192229      0.00563503
   38385      0.00555883      0.00591933
   38387       0.0187017      0.00550982
   38388      0.00397147      0.00577659
   38389      0.00736619      0.00631058
   38390     -0.00208636      0.00683076
   38391       0.0112925      0.00595274
   38392       0.0115155       0.0059086
   38393       0.0101042      0.00624839
   38394       0.0112428      0.00608987
   38395      0.00549133      0.00604647
   38396     0.000810793      0.00603981
   38397        0.010653      0.00610411
   38398      0.00368254      0.00609216
   38399       0.0133758      0.00595089
   38400       0.0137877      0.00627948
   38401       0.0143874      0.00615973
   38402      0.00810019      0.00588309
   38403       0.0116715      0.00603173
   38404      0.00916785      0.00638076
   38405       0.0213742      0.00980683
   38408       0.0111007      0.00842161
   38409      0.00646287       0.0077408
   38410      0.00713695      0.00642208
   38411        0.019821       0.0107036
   38412       0.0141599      0.00596114
   38415     -0.00426293      0.00586098
   38417       0.0136123      0.00720568
   38418      0.00880278       0.0057798
   38419      0.00921123      0.00601888
   38420       0.0153475      0.00592311
   38421      0.00463675      0.00575057
   38422      0.00577294      0.00603831
   38423       0.0207433       0.0057689
   38424      0.00751257      0.00531046
   38425      0.00558282      0.00624438
   38426      0.00332951      0.00571272
   38429       0.0107631      0.00681545
   38430        0.012118      0.00601236
   38431       0.0111129      0.00536506
   38432     -0.00196428      0.00582181
   38433      0.00426165      0.00602844
   38434      0.00665365      0.00586016
   38435       0.0095751      0.00571574
   38436       0.0128068      0.00592654
   38437       0.0100451      0.00578941
   38438     -0.00360237      0.00791861
   38048      0.00704098      0.00605222
   38049       0.0154007      0.00589464
   38050      0.00551117      0.00589353
   38051      0.00416649      0.00650749
   38052      0.00587307      0.00588646
   38053     0.000270037      0.00597419
   38070      0.00419704      0.00559664
   38071       0.0104199      0.00573152
   38072      0.00911286       0.0050379
   38074       0.0107084      0.00607966
   38075      0.00455054      0.00564773
   38076      0.00447566      0.00524585
   38077      0.00869731      0.00582311
   38078       0.0110776      0.00612927
   38079       0.0103014      0.00875353
   38080      0.00626639      0.00569616
   38081       0.0184873      0.00635379
   38082       0.0105296      0.00641597
   38083      0.00172533      0.00635446
   38084    -0.000406788      0.00617625
   38085      -0.0040603      0.00646523
   38086     8.77873e-05       0.0059687
   38089      0.00711381      0.00596683
   38090      0.00654122      0.00588133
   38439      -0.0148902       0.0259704
   38440      0.00364025      0.00476369
   38441       0.0125639      0.00574751
   38443       0.0128333       0.0056994
   38446      0.00382718      0.00758808
   38447      0.00674468      0.00652056
   38449      0.00197487      0.00703104
   38450      0.00993211      0.00567285
   38451      0.00995375      0.00601939
   38452      0.00936529      0.00569624
   38453       0.0023409      0.00605817
   38454       0.0109186      0.00594821
   38455       0.0144317      0.00592075
   38456      0.00438581      0.00589017
   38457    -0.000108083      0.00589006
   38458      -0.0019835      0.00592931
   38459       0.0143887      0.00602389
   38460       0.0143074      0.00547773
   38461      0.00752421      0.00604281
   38462      0.00725225      0.00656107
   38463     -0.00362879      0.00615147
   38464       0.0146566      0.00600886
   38465       0.0102819      0.00628147
   38466    -0.000862852      0.00615153
   38467      0.00699042       0.0059829
   38468       0.0111601      0.00628427
   38469       0.0104441      0.00619629
   38470       0.0118605      0.00611275
   38471      0.00989437      0.00642747
   38472       0.0135713       0.0060941
   38473      0.00965668      0.00601226
   38474      0.00942093       0.0060974
   38475      0.00337939      0.00569077
